ITEM,ITEM_NM,WEEK_NUM,FW_ORDER,PLC_RATIO,FORECAST_INDEX,N_USED,MONTH
BS,반바지,18,22,0.46405228758169936,1.5492957746478873,2,5
BS,반바지,19,23,0.7189542483660131,1.320102432778489,2,5
BS,반바지,20,24,0.7843137254901961,1.2276873361380403,2,5
BS,반바지,21,25,0.8179271708683473,1.0961488663543457,2,5
BS,반바지,22,26,0.9444444444444444,0.992851932607585,2,5
BS,반바지,23,27,0.7376283846872083,0.9633763449041494,2,6
BS,반바지,24,28,0.7040149393090569,0.9157950029793969,2,6
BS,반바지,25,29,0.7124183006535948,0.9372380108355344,2,6
BS,반바지,26,30,0.6022408963585434,0.9715493312816798,2,7
BS,반바지,27,31,0.6367880485527544,0.9248041780292962,2,7
BS,반바지,28,32,0.5550887021475257,0.9898117599078899,2,7
BS,반바지,29,33,0.5774976657329598,0.9512885343831039,2,7
BS,반바지,30,34,0.5438842203548085,0.896773076607228,2,7
BS,반바지,31,35,0.3851540616246498,0.9128113398111767,2,8
BS,반바지,32,36,0.41923436041083095,0.8219681294433964,2,8
BS,반바지,33,37,0.28057889822595705,0.7717180693385163,2,8
BS,반바지,34,38,0.15639589169000934,0.5641136671072484,2,8
BS,반바지,35,39,0.07282913165266106,0.5115379839570864,2,9
DD,데님원피스,10,14,0.16666666666666666,2.623376623376623,2,3
DD,데님원피스,11,15,0.4372294372294372,1.767958938751018,3,3
DD,데님원피스,12,16,0.39898989898989895,1.767958938751018,3,3
DD,데님원피스,13,17,0.23809523809523808,0.9125412541254125,1,3
DD,데님원피스,14,18,0.5786435786435786,0.7805486284289277,3,4
DD,데님원피스,15,19,0.45165945165945165,1.0612008317863488,3,4
DD,데님원피스,16,20,0.6060606060606061,0.9086576973813755,3,4
DD,데님원피스,17,21,0.3658008658008658,1.0935767278787678,3,4
DD,데님원피스,18,22,0.4884559884559885,1.054465696469446,3,5
DD,데님원피스,19,23,0.5981240981240982,1.026174295469963,3,5
DD,데님원피스,20,24,0.3102453102453102,1.2864987454187422,3,5
DD,데님원피스,21,25,0.6565656565656566,1.216786970241679,3,5
DD,데님원피스,22,26,0.6666666666666666,1.2625026136654045,3,5
DD,데님원피스,23,27,0.4372294372294372,0.8926098104315926,3,6
DD,데님원피스,24,28,0.44011544011544007,1.0262794195110378,3,6
DD,데님원피스,25,29,0.6233766233766234,1.0414609971926154,3,6
DD,데님원피스,26,30,0.4372294372294372,1.14597144823772,3,7
DD,데님원피스,27,31,0.5772005772005772,1.105506967363403,3,7
DD,데님원피스,28,32,0.7474747474747475,1.0673348666913023,3,7
DD,데님원피스,29,33,0.4386724386724386,1.1590891079048975,3,7
DD,데님원피스,30,34,0.6998556998556998,1.0037111010320452,3,7
DD,데님원피스,31,35,0.5800865800865801,1.0568431243133223,3,8
DD,데님원피스,32,36,0.4329004329004329,0.7761559898103982,3,8
DD,데님원피스,33,37,0.3261183261183261,0.8184514008130438,3,8
DD,데님원피스,34,38,0.3116883116883117,0.6530285152409046,3,8
DD,데님원피스,35,39,0.07792207792207792,0.6028761061946902,3,9
DK,진자켓,3,7,0.48863636363636365,1.5135658914728682,2,1
DK,진자켓,4,8,0.7395833333333334,1.1018228823256664,2,1
DK,진자켓,5,9,0.5103715728715729,1.0085074737681505,3,2
DK,진자켓,6,10,0.419462481962482,0.9328538536692248,3,2
DK,진자켓,7,11,0.5396825396825397,1.0051890831088455,3,2
DK,진자켓,8,12,0.48953823953823955,1.2452930813701368,3,2
DK,진자켓,9,13,0.7549603174603176,1.1511915914655035,3,3
DK,진자켓,10,14,0.7582070707070706,1.1802598950415704,3,3
DK,진자켓,11,15,0.7538780663780664,0.9811070881921932,3,3
DK,진자켓,12,16,0.7122113997113998,0.9743973024563898,3,3
DK,진자켓,13,17,0.7009379509379509,0.9448199499886941,3,3
DK,진자켓,14,18,0.6347402597402597,0.8781338002778002,3,4
DK,진자켓,15,19,0.4726731601731602,0.6927339858976372,3,4
DK,진자켓,16,20,0.2022907647907648,0.6615008867080501,3,4
DK,진자켓,17,21,0.16423160173160176,0.44499030377229953,3,4
DK,진자켓,18,22,0.015625,2.055098802833289,2,5
DK,진자켓,19,23,0.08216089466089467,2.6767186456230943,3,5
DK,진자켓,20,24,0.27272727272727276,5.258297258297259,1,5
DP,진바지,2,6,0.2596085038331342,1.951664015068667,3,1
DP,진바지,3,7,0.5066685749369442,1.4815444130184066,3,1
DP,진바지,4,8,0.5124571676290987,1.4741745208314663,3,1
DP,진바지,5,9,0.7478977913845745,1.1430594594261685,3,2
DP,진바지,6,10,0.7167245370370371,1.1861840466618074,3,2
DP,진바지,7,11,0.8176383288530467,0.986090926576579,3,2
DP,진바지,8,12,0.702478366022833,1.0235675450368902,3,2
DP,진바지,9,13,0.7521777875265498,0.8652996054809593,3,3
DP,진바지,10,14,0.5009464605734767,0.9726057928807271,3,3
DP,진바지,11,15,0.59165480911766,0.9178136003337207,3,3
DP,진바지,12,16,0.5362594168989778,0.9516455894764428,3,3
DP,진바지,13,17,0.41157412675234256,1.0268646702061222,3,3
DP,진바지,14,18,0.578974157226721,1.0478062317203947,3,4
DP,진바지,15,19,0.5611398964924702,1.1252236224720635,3,4
DP,진바지,16,20,0.5609956238845376,1.0473015262954826,3,4
DP,진바지,17,21,0.6580281714161393,1.0721900160944264,3,4
DP,진바지,18,22,0.6868907758244677,1.051804425804563,3,5
DP,진바지,19,23,0.6447061500824941,0.9445537066465369,3,5
DP,진바지,20,24,0.548782085016404,0.9284942538798204,3,5
DP,진바지,21,25,0.5464134889818134,0.9430177860939497,3,5
DP,진바지,22,26,0.5366636798088411,1.048809675050734,3,5
DP,진바지,23,27,0.6271389517077242,0.9801058848235852,3,6
DP,진바지,24,28,0.4951716909882233,0.9537077365999931,3,6
DP,진바지,25,29,0.4471213565075572,0.895455962765817,3,6
DP,진바지,26,30,0.4443639948512261,1.031251092034703,3,7
DP,진바지,27,31,0.5318850036031936,1.0425729479674277,3,7
DP,진바지,28,32,0.4983378689322537,0.9868782933878694,3,7
DP,진바지,29,33,0.4120003927164919,0.9502538924400551,3,7
DP,진바지,30,34,0.4478793309438471,0.9279571774935432,3,7
DP,진바지,31,35,0.38967190196468876,0.9292743679083233,3,8
DP,진바지,32,36,0.32370071684587814,0.8079265077449502,3,8
DP,진바지,33,37,0.23404893468737553,0.7384495247620038,3,8
DP,진바지,34,38,0.15484835473914774,0.6362498503512484,3,8
DP,진바지,35,39,0.08115628042170007,0.592854206514954,3,9
DR,데님셔츠,2,6,0.3023326494947192,0.7554661975370697,2,1
DR,데님셔츠,3,7,0.2284020971050832,1.3452060879274268,2,1
DR,데님셔츠,4,8,0.44194571923282866,1.234412654283899,3,1
DR,데님셔츠,5,9,0.4476140208918755,1.415176857080386,3,2
DR,데님셔츠,6,10,0.5808950372686139,1.0712870127091996,3,2
DR,데님셔츠,7,11,0.5247088043007687,1.0472949272641836,3,2
DR,데님셔츠,8,12,0.4936720322604901,1.0346675321205776,3,2
DR,데님셔츠,9,13,0.6219658516375973,0.969787020800537,3,3
DR,데님셔츠,10,14,0.4407467160720709,1.0938705313929742,3,3
DR,데님셔츠,11,15,0.5787445403940678,0.9972582391830267,3,3
DR,데님셔츠,12,16,0.5614052057276328,1.1352645322276296,3,3
DR,데님셔츠,13,17,0.6302636821480179,0.9886446821656737,3,3
DR,데님셔츠,14,18,0.5503717806535481,1.048849047098398,3,4
DR,데님셔츠,15,19,0.6332868517295894,1.0240188348312198,3,4
DR,데님셔츠,16,20,0.663787943627342,1.150097014941909,3,4
DR,데님셔츠,17,21,0.8307140516565207,1.1292035664632685,3,4
DR,데님셔츠,18,22,0.9037940379403794,1.0844552581138032,3,5
DR,데님셔츠,19,23,0.8259938461086224,0.9637484892116367,3,5
DR,데님셔츠,20,24,0.7346015471033925,0.9191128810037172,3,5
DR,데님셔츠,21,25,0.7008581161949983,0.974943049398262,3,5
DR,데님셔츠,22,26,0.7579140879459413,1.0316448089206303,3,5
DR,데님셔츠,23,27,0.8029796781431084,0.9639947874883054,3,6
DR,데님셔츠,24,28,0.6031305661950136,0.9420749052210837,3,6
DR,데님셔츠,25,29,0.6125690088434467,0.9370222929733952,3,6
DR,데님셔츠,26,30,0.6397071560541764,0.9848634881525694,3,7
DR,데님셔츠,27,31,0.5723070918303005,0.962859505042605,3,7
DR,데님셔츠,28,32,0.5434840685024932,0.959862574207165,3,7
DR,데님셔츠,29,33,0.5626752492284014,0.9198012741337069,3,7
DR,데님셔츠,30,34,0.4357668231057401,0.9720011343555967,3,7
DR,데님셔츠,31,35,0.4820612603128598,0.8988813979279122,3,8
DR,데님셔츠,32,36,0.3933389390964823,0.9998594776774149,3,8
DR,데님셔츠,33,37,0.42377925428058244,0.8066764283443172,3,8
DR,데님셔츠,34,38,0.22319926575788515,0.8303604681397699,3,8
DR,데님셔츠,35,39,0.19797870966700565,0.7068459377731324,2,9
DS,진스커트,2,6,0.28846153846153844,0.8703703703703705,2,1
DS,진스커트,3,7,0.25106837606837606,1.5181639085894405,2,1
DS,진스커트,4,8,0.5438034188034189,1.3382389384047482,2,1
DS,진스커트,5,9,0.532051282051282,1.2248223089238617,2,2
DS,진스커트,6,10,0.28205128205128205,1.5482910387755702,2,2
DS,진스커트,7,11,0.8846153846153846,1.567572000783106,2,2
DS,진스커트,8,12,0.9166666666666667,1.5555893381980341,2,2
DS,진스커트,9,13,0.452991452991453,0.6879075790068407,2,3
DS,진스커트,10,14,0.24158865825532494,1.1266983642497193,3,3
DS,진스커트,11,15,0.568362501695835,1.3015156613100582,3,3
DS,진스커트,12,16,0.578947903947904,1.4338596316387962,3,3
